Local time,Open,High,Low,Close,Volume
17.01.2023 10:49:00.000 GMT+0100,844.955,845.970,844.742,845.970,0.0113
17.01.2023 10:50:00.000 GMT+0100,845.973,845.973,845.930,845.940,0.0097
17.01.2023 10:51:00.000 GMT+0100,846.152,846.155,845.928,846.130,0.0081
17.01.2023 10:52:00.000 GMT+0100,846.128,847.534,846.128,847.351,0.0225
17.01.2023 10:53:00.000 GMT+0100,847.348,847.545,847.348,847.533,0.0048
17.01.2023 10:55:00.000 GMT+0100,847.764,847.764,847.337,847.337,0.0032
17.01.2023 10:56:00.000 GMT+0100,847.533,847.533,847.533,847.533,0.0016
17.01.2023 10:57:00.000 GMT+0100,848.160,848.343,848.142,848.343,0.0064
17.01.2023 10:58:00.000 GMT+0100,848.599,848.599,847.351,847.351,0.0032
17.01.2023 10:59:00.000 GMT+0100,847.355,847.355,847.355,847.355,0.0016
17.01.2023 11:00:00.000 GMT+0100,847.346,847.346,847.137,847.137,0.0032
17.01.2023 11:01:00.000 GMT+0100,846.939,847.149,846.939,847.149,0.0048
17.01.2023 11:02:00.000 GMT+0100,846.948,848.133,846.948,848.133,0.0081
17.01.2023 11:03:00.000 GMT+0100,847.921,847.921,847.921,847.921,0.0016
17.01.2023 11:04:00.000 GMT+0100,848.118,848.949,848.118,848.928,0.0113
17.01.2023 11:05:00.000 GMT+0100,849.127,849.127,849.127,849.127,0.0016
17.01.2023 11:06:00.000 GMT+0100,848.940,848.967,848.328,848.527,0.0081
17.01.2023 11:07:00.000 GMT+0100,848.142,848.351,848.142,848.351,0.0048
17.01.2023 11:08:00.000 GMT+0100,848.718,848.718,848.718,848.718,0.0016
17.01.2023 11:09:00.000 GMT+0100,848.533,848.533,848.533,848.533,0.0016
17.01.2023 11:10:00.000 GMT+0100,848.531,848.531,848.328,848.328,0.0032
17.01.2023 11:11:00.000 GMT+0100,848.518,848.746,848.518,848.740,0.0064
17.01.2023 11:12:00.000 GMT+0100,848.946,848.946,848.525,848.555,0.0097
17.01.2023 11:13:00.000 GMT+0100,848.733,848.733,848.733,848.733,0.0016
17.01.2023 11:14:00.000 GMT+0100,849.146,849.146,848.554,848.739,0.0081
17.01.2023 11:15:00.000 GMT+0100,848.928,849.560,848.928,849.333,0.0064
17.01.2023 11:16:00.000 GMT+0100,849.542,849.555,849.360,849.555,0.0048
17.01.2023 11:18:00.000 GMT+0100,850.158,850.361,850.142,850.361,0.0129
17.01.2023 11:19:00.000 GMT+0100,850.327,851.163,850.327,851.137,0.0113
17.01.2023 11:20:00.000 GMT+0100,851.358,851.589,851.318,851.370,0.0177
17.01.2023 11:21:00.000 GMT+0100,851.539,851.948,851.539,851.770,0.0081
17.01.2023 11:22:00.000 GMT+0100,852.330,852.330,852.137,852.143,0.0048
17.01.2023 11:23:00.000 GMT+0100,852.149,852.573,852.149,852.328,0.0064
17.01.2023 11:24:00.000 GMT+0100,852.173,852.173,852.127,852.158,0.0081
17.01.2023 11:25:00.000 GMT+0100,852.121,852.121,849.318,849.921,0.0177
17.01.2023 11:26:00.000 GMT+0100,849.548,850.367,849.340,849.542,0.0129
17.01.2023 11:27:00.000 GMT+0100,848.958,849.399,848.958,849.373,0.0048
17.01.2023 11:28:00.000 GMT+0100,849.564,849.731,849.364,849.557,0.0064
17.01.2023 11:30:00.000 GMT+0100,849.718,849.718,849.546,849.546,0.0032
17.01.2023 11:31:00.000 GMT+0100,849.324,849.573,849.324,849.348,0.0048
17.01.2023 11:32:00.000 GMT+0100,848.746,848.799,848.137,848.567,0.0177
17.01.2023 11:33:00.000 GMT+0100,848.131,848.131,847.921,847.921,0.0032
17.01.2023 11:35:00.000 GMT+0100,847.928,847.928,847.540,847.540,0.0048
17.01.2023 11:36:00.000 GMT+0100,847.546,847.546,847.345,847.345,0.0032
17.01.2023 11:37:00.000 GMT+0100,847.199,847.389,846.789,846.789,0.0097
17.01.2023 11:38:00.000 GMT+0100,846.736,847.570,846.736,847.564,0.0113
17.01.2023 11:39:00.000 GMT+0100,847.734,847.734,847.734,847.734,0.0016
17.01.2023 11:40:00.000 GMT+0100,847.960,848.567,847.960,848.567,0.0048
17.01.2023 11:41:00.000 GMT+0100,848.327,848.730,848.155,848.355,0.0113
17.01.2023 11:43:00.000 GMT+0100,847.989,847.989,847.989,847.989,0.0016
17.01.2023 11:45:00.000 GMT+0100,847.554,848.199,847.554,848.170,0.0161
17.01.2023 11:46:00.000 GMT+0100,848.167,848.318,847.927,848.318,0.0145
17.01.2023 11:47:00.000 GMT+0100,848.157,848.157,848.157,848.157,0.0016
17.01.2023 11:49:00.000 GMT+0100,848.324,848.736,848.324,848.561,0.0064
17.01.2023 11:50:00.000 GMT+0100,848.355,848.355,847.931,848.130,0.0081
17.01.2023 11:51:00.000 GMT+0100,848.328,848.533,848.133,848.533,0.0064
17.01.2023 11:52:00.000 GMT+0100,848.515,848.773,848.515,848.773,0.0032
17.01.2023 11:53:00.000 GMT+0100,848.727,848.761,848.718,848.718,0.0129
17.01.2023 11:54:00.000 GMT+0100,848.924,849.151,848.924,849.118,0.0048
17.01.2023 11:55:00.000 GMT+0100,849.333,849.570,849.333,849.570,0.0032
17.01.2023 11:56:00.000 GMT+0100,849.934,850.157,849.934,850.154,0.0048
17.01.2023 11:57:00.000 GMT+0100,850.140,850.152,849.524,849.543,0.0113
17.01.2023 11:58:00.000 GMT+0100,849.358,849.358,848.561,848.737,0.0097
17.01.2023 11:59:00.000 GMT+0100,848.534,848.534,848.337,848.357,0.0048
17.01.2023 12:00:00.000 GMT+0100,848.521,848.521,848.158,848.354,0.0048
17.01.2023 12:01:00.000 GMT+0100,848.155,848.343,848.155,848.343,0.0032
17.01.2023 12:03:00.000 GMT+0100,848.340,848.360,848.136,848.360,0.0048
17.01.2023 12:04:00.000 GMT+0100,848.543,848.799,848.325,848.757,0.0081
17.01.2023 12:06:00.000 GMT+0100,848.958,848.963,848.937,848.937,0.0048
17.01.2023 12:07:00.000 GMT+0100,848.764,848.764,847.318,847.373,0.0129
17.01.2023 12:08:00.000 GMT+0100,846.957,846.957,846.558,846.558,0.0032
17.01.2023 12:09:00.000 GMT+0100,846.727,846.727,846.515,846.515,0.0032
17.01.2023 12:10:00.000 GMT+0100,847.361,847.364,847.331,847.331,0.0081
17.01.2023 12:11:00.000 GMT+0100,847.330,847.330,847.143,847.315,0.0048
17.01.2023 12:12:00.000 GMT+0100,847.555,847.564,847.321,847.557,0.0097
17.01.2023 12:13:00.000 GMT+0100,847.515,847.567,847.167,847.167,0.0064
17.01.2023 12:14:00.000 GMT+0100,847.160,847.160,847.160,847.160,0.0016
17.01.2023 12:15:00.000 GMT+0100,847.355,847.355,847.340,847.340,0.0032
17.01.2023 12:16:00.000 GMT+0100,847.740,849.373,847.537,849.373,0.0129
17.01.2023 12:17:00.000 GMT+0100,849.567,850.960,849.315,850.960,0.0209
17.01.2023 12:18:00.000 GMT+0100,850.730,850.973,850.533,850.551,0.0097
17.01.2023 12:19:00.000 GMT+0100,850.952,850.952,850.952,850.952,0.0016
17.01.2023 12:20:00.000 GMT+0100,850.942,850.999,849.570,850.149,0.0113
17.01.2023 12:21:00.000 GMT+0100,850.167,850.170,849.752,849.752,0.0097
17.01.2023 12:22:00.000 GMT+0100,849.930,850.170,849.930,850.170,0.0048
17.01.2023 12:23:00.000 GMT+0100,849.942,851.324,849.942,851.128,0.0097
17.01.2023 12:24:00.000 GMT+0100,851.130,851.360,851.130,851.360,0.0081
17.01.2023 12:25:00.000 GMT+0100,851.173,851.389,851.146,851.146,0.0048
17.01.2023 12:26:00.000 GMT+0100,851.367,851.367,850.928,850.936,0.0064
17.01.2023 12:27:00.000 GMT+0100,850.724,850.942,850.724,850.942,0.0032
17.01.2023 12:28:00.000 GMT+0100,850.518,850.725,850.518,850.570,0.0048
17.01.2023 12:29:00.000 GMT+0100,850.748,850.748,850.748,850.748,0.0016
17.01.2023 12:30:00.000 GMT+0100,850.534,850.534,849.952,849.952,0.0032
17.01.2023 12:31:00.000 GMT+0100,849.740,849.967,849.740,849.967,0.0064
17.01.2023 12:32:00.000 GMT+0100,849.737,849.933,849.737,849.933,0.0032
17.01.2023 12:34:00.000 GMT+0100,849.799,849.940,849.121,849.940,0.0129
17.01.2023 12:35:00.000 GMT+0100,849.727,849.727,849.528,849.727,0.0048
17.01.2023 12:39:00.000 GMT+0100,849.730,849.730,849.730,849.730,0.0016
17.01.2023 12:40:00.000 GMT+0100,849.539,849.557,849.363,849.363,0.0048
17.01.2023 12:41:00.000 GMT+0100,849.142,849.142,849.142,849.142,0.0016
17.01.2023 12:42:00.000 GMT+0100,849.530,849.530,849.343,849.343,0.0032
17.01.2023 12:43:00.000 GMT+0100,849.551,849.551,849.325,849.325,0.0032
17.01.2023 12:44:00.000 GMT+0100,849.754,849.754,849.355,849.355,0.0064
17.01.2023 12:46:00.000 GMT+0100,849.133,849.133,849.133,849.133,0.0016
17.01.2023 12:47:00.000 GMT+0100,849.399,849.536,849.399,849.536,0.0032
17.01.2023 12:48:00.000 GMT+0100,849.715,849.961,849.715,849.961,0.0081
17.01.2023 12:49:00.000 GMT+0100,849.946,850.170,849.946,850.170,0.0048
17.01.2023 12:50:00.000 GMT+0100,850.146,850.570,850.131,850.357,0.0177
17.01.2023 12:52:00.000 GMT+0100,850.321,850.730,850.321,850.730,0.0081
17.01.2023 12:53:00.000 GMT+0100,850.361,850.749,850.361,850.749,0.0064
17.01.2023 12:54:00.000 GMT+0100,850.351,850.351,850.149,850.149,0.0032
17.01.2023 12:56:00.000 GMT+0100,849.725,849.725,849.334,849.334,0.0064
17.01.2023 12:57:00.000 GMT+0100,849.531,849.531,849.531,849.531,0.0016
17.01.2023 12:59:00.000 GMT+0100,849.749,849.755,849.749,849.755,0.0032
17.01.2023 13:00:00.000 GMT+0100,849.325,849.531,849.318,849.531,0.0081
17.01.2023 13:02:00.000 GMT+0100,849.948,850.121,849.942,849.942,0.0048
17.01.2023 13:03:00.000 GMT+0100,850.163,850.163,850.163,850.163,0.0016
17.01.2023 13:04:00.000 GMT+0100,850.164,850.164,849.945,850.145,0.0081
17.01.2023 13:05:00.000 GMT+0100,850.137,850.364,850.137,850.160,0.0081
17.01.2023 13:06:00.000 GMT+0100,848.742,849.334,848.589,849.152,0.0097
17.01.2023 13:07:00.000 GMT+0100,849.133,849.133,849.133,849.133,0.0016
17.01.2023 13:08:00.000 GMT+0100,849.515,849.734,849.515,849.734,0.0032
17.01.2023 13:09:00.000 GMT+0100,849.727,849.727,849.727,849.727,0.0016
17.01.2023 13:10:00.000 GMT+0100,849.725,849.770,849.527,849.770,0.0048
17.01.2023 13:11:00.000 GMT+0100,849.946,849.946,849.946,849.946,0.0016
17.01.2023 13:12:00.000 GMT+0100,849.737,849.737,849.737,849.737,0.0016
17.01.2023 13:13:00.000 GMT+0100,849.931,850.137,849.931,850.137,0.0032
17.01.2023 13:14:00.000 GMT+0100,849.937,850.199,849.937,850.199,0.0032
17.01.2023 13:15:00.000 GMT+0100,850.340,850.340,850.143,850.143,0.0032
17.01.2023 13:16:00.000 GMT+0100,850.336,850.336,850.336,850.336,0.0016
17.01.2023 13:18:00.000 GMT+0100,850.521,850.554,850.521,850.554,0.0032
17.01.2023 13:19:00.000 GMT+0100,850.546,850.599,850.518,850.599,0.0048
17.01.2023 13:20:00.000 GMT+0100,850.531,850.763,850.531,850.763,0.0032
17.01.2023 13:22:00.000 GMT+0100,850.755,850.952,850.755,850.939,0.0048
17.01.2023 13:23:00.000 GMT+0100,850.725,850.725,850.133,850.161,0.0048
17.01.2023 13:26:00.000 GMT+0100,850.130,850.130,850.130,850.130,0.0016
17.01.2023 13:27:00.000 GMT+0100,849.952,850.167,849.952,850.167,0.0032
17.01.2023 13:29:00.000 GMT+0100,849.942,849.942,849.942,849.942,0.0016
17.01.2023 13:31:00.000 GMT+0100,849.739,850.139,849.739,849.954,0.0064
17.01.2023 13:32:00.000 GMT+0100,849.740,849.755,849.346,849.567,0.0097
17.01.2023 13:33:00.000 GMT+0100,849.334,849.334,849.140,849.140,0.0048
17.01.2023 13:34:00.000 GMT+0100,849.333,849.333,849.333,849.333,0.0016
17.01.2023 13:37:00.000 GMT+0100,849.336,849.551,849.336,849.551,0.0032
17.01.2023 13:38:00.000 GMT+0100,849.564,849.564,849.564,849.564,0.0016
17.01.2023 13:39:00.000 GMT+0100,849.325,849.570,849.324,849.389,0.0081
17.01.2023 13:41:00.000 GMT+0100,849.154,849.154,849.154,849.154,0.0016
17.01.2023 13:42:00.000 GMT+0100,849.364,849.364,849.364,849.364,0.0016
17.01.2023 13:44:00.000 GMT+0100,849.736,849.736,849.527,849.527,0.0032
17.01.2023 13:45:00.000 GMT+0100,849.789,849.789,849.354,849.354,0.0064
17.01.2023 13:46:00.000 GMT+0100,849.361,849.560,848.736,848.736,0.0113
17.01.2023 13:47:00.000 GMT+0100,848.554,848.973,848.527,848.549,0.0113
17.01.2023 13:48:00.000 GMT+0100,848.933,848.970,848.534,848.970,0.0129
17.01.2023 13:50:00.000 GMT+0100,848.515,848.728,847.963,848.158,0.0129
17.01.2023 13:52:00.000 GMT+0100,847.955,847.964,847.524,847.964,0.0081
17.01.2023 13:53:00.000 GMT+0100,847.933,848.373,847.933,848.373,0.0064
17.01.2023 13:54:00.000 GMT+0100,848.334,848.334,848.334,848.334,0.0016
17.01.2023 13:55:00.000 GMT+0100,848.552,848.567,848.346,848.346,0.0048
17.01.2023 13:56:00.000 GMT+0100,848.363,848.363,848.363,848.363,0.0016
17.01.2023 13:57:00.000 GMT+0100,848.560,848.560,848.540,848.540,0.0032
17.01.2023 13:58:00.000 GMT+0100,848.528,848.545,848.360,848.545,0.0048
17.01.2023 14:00:00.000 GMT+0100,848.363,848.363,848.349,848.349,0.0032
17.01.2023 14:01:00.000 GMT+0100,848.549,848.924,848.549,848.799,0.0097
17.01.2023 14:02:00.000 GMT+0100,848.773,848.918,848.754,848.918,0.0048
17.01.2023 14:03:00.000 GMT+0100,848.742,849.351,848.742,849.330,0.0081
17.01.2023 14:04:00.000 GMT+0100,849.531,849.560,849.531,849.546,0.0048
17.01.2023 14:05:00.000 GMT+0100,849.558,849.728,849.161,849.161,0.0097
17.01.2023 14:06:00.000 GMT+0100,849.352,849.389,848.721,848.721,0.0081
17.01.2023 14:07:00.000 GMT+0100,848.958,848.958,848.530,848.530,0.0048
17.01.2023 14:08:00.000 GMT+0100,848.548,848.561,848.548,848.561,0.0032
17.01.2023 14:10:00.000 GMT+0100,848.749,848.749,848.749,848.749,0.0016
17.01.2023 14:12:00.000 GMT+0100,848.151,848.330,848.151,848.330,0.0032
17.01.2023 14:13:00.000 GMT+0100,848.330,848.533,848.330,848.521,0.0048
17.01.2023 14:14:00.000 GMT+0100,848.528,848.528,848.325,848.325,0.0032
17.01.2023 14:16:00.000 GMT+0100,847.970,847.970,847.970,847.970,0.0016
17.01.2023 14:17:00.000 GMT+0100,847.736,847.745,847.736,847.745,0.0032
17.01.2023 14:18:00.000 GMT+0100,847.964,847.964,847.515,847.715,0.0081
17.01.2023 14:19:00.000 GMT+0100,847.357,847.357,847.121,847.121,0.0048
17.01.2023 14:20:00.000 GMT+0100,847.133,847.189,846.939,847.173,0.0064
17.01.2023 14:21:00.000 GMT+0100,847.339,847.339,847.339,847.339,0.0016
17.01.2023 14:22:00.000 GMT+0100,846.939,847.164,846.939,847.164,0.0032
17.01.2023 14:23:00.000 GMT+0100,847.327,847.573,847.327,847.537,0.0097
17.01.2023 14:24:00.000 GMT+0100,847.733,847.733,847.328,847.328,0.0097
17.01.2023 14:25:00.000 GMT+0100,847.399,847.539,847.399,847.539,0.0032
17.01.2023 14:26:00.000 GMT+0100,847.728,847.728,847.728,847.728,0.0016
17.01.2023 14:27:00.000 GMT+0100,847.948,847.948,847.757,847.760,0.0048
17.01.2023 14:28:00.000 GMT+0100,847.767,847.767,847.767,847.767,0.0016
17.01.2023 14:29:00.000 GMT+0100,847.548,847.548,846.934,846.934,0.0048
17.01.2023 14:30:00.000 GMT+0100,847.157,847.346,847.157,847.346,0.0032
17.01.2023 14:31:00.000 GMT+0100,847.351,847.351,847.351,847.351,0.0016
17.01.2023 14:32:00.000 GMT+0100,847.361,847.563,847.348,847.563,0.0048
17.01.2023 14:33:00.000 GMT+0100,847.752,848.130,847.752,848.130,0.0032
17.01.2023 14:34:00.000 GMT+0100,847.949,848.337,847.949,848.164,0.0113
17.01.2023 14:35:00.000 GMT+0100,848.746,848.746,848.367,848.589,0.0177
17.01.2023 14:36:00.000 GMT+0100,848.721,848.721,848.721,848.721,0.0016
17.01.2023 14:37:00.000 GMT+0100,848.954,849.199,848.718,848.925,0.0145
17.01.2023 14:38:00.000 GMT+0100,848.521,848.521,848.163,848.163,0.0064
17.01.2023 14:39:00.000 GMT+0100,847.930,847.961,847.930,847.961,0.0032
17.01.2023 14:40:00.000 GMT+0100,848.142,848.142,847.528,847.528,0.0048
17.01.2023 14:41:00.000 GMT+0100,847.746,847.799,847.131,847.546,0.0113
17.01.2023 14:42:00.000 GMT+0100,847.754,847.754,846.930,846.930,0.0113
17.01.2023 14:43:00.000 GMT+0100,847.136,847.537,846.928,847.537,0.0129
17.01.2023 14:44:00.000 GMT+0100,847.730,849.573,847.540,849.348,0.0129
17.01.2023 14:45:00.000 GMT+0100,849.373,849.373,849.327,849.327,0.0032
17.01.2023 14:46:00.000 GMT+0100,849.367,849.367,849.318,849.358,0.0064
17.01.2023 14:47:00.000 GMT+0100,848.333,848.767,848.333,848.734,0.0064
17.01.2023 14:48:00.000 GMT+0100,848.337,848.360,848.337,848.351,0.0048
17.01.2023 14:49:00.000 GMT+0100,848.367,848.367,847.951,848.189,0.0064
17.01.2023 14:50:00.000 GMT+0100,848.530,848.589,848.199,848.199,0.0048
17.01.2023 14:51:00.000 GMT+0100,848.554,848.554,848.330,848.367,0.0064
17.01.2023 14:52:00.000 GMT+0100,847.989,847.989,847.352,847.352,0.0032
17.01.2023 14:53:00.000 GMT+0100,847.370,847.370,847.148,847.148,0.0032
17.01.2023 14:54:00.000 GMT+0100,847.561,847.927,847.561,847.927,0.0032
17.01.2023 14:55:00.000 GMT+0100,848.148,848.148,848.148,848.148,0.0016
17.01.2023 14:56:00.000 GMT+0100,848.142,848.146,848.142,848.146,0.0032
17.01.2023 14:57:00.000 GMT+0100,848.524,848.524,848.130,848.130,0.0064
17.01.2023 14:58:00.000 GMT+0100,848.128,848.128,848.128,848.128,0.0016
17.01.2023 14:59:00.000 GMT+0100,848.340,848.340,847.918,847.918,0.0064
17.01.2023 15:00:00.000 GMT+0100,848.399,848.399,847.931,848.151,0.0097
17.01.2023 15:01:00.000 GMT+0100,848.343,848.343,848.148,848.173,0.0048
17.01.2023 15:02:00.000 GMT+0100,847.754,848.145,847.754,848.145,0.0081
17.01.2023 15:03:00.000 GMT+0100,848.173,848.173,848.143,848.164,0.0081
17.01.2023 15:04:00.000 GMT+0100,848.131,848.131,848.131,848.131,0.0016
17.01.2023 15:05:00.000 GMT+0100,848.115,848.115,848.115,848.115,0.0016
17.01.2023 15:06:00.000 GMT+0100,847.915,847.915,847.915,847.915,0.0016
17.01.2023 15:07:00.000 GMT+0100,848.173,848.724,848.154,848.724,0.0129
17.01.2023 15:08:00.000 GMT+0100,848.752,848.758,848.589,848.715,0.0081
17.01.2023 15:09:00.000 GMT+0100,848.555,848.728,848.515,848.527,0.0064
17.01.2023 15:10:00.000 GMT+0100,848.546,848.546,848.327,848.327,0.0064
17.01.2023 15:11:00.000 GMT+0100,848.537,848.537,847.989,848.163,0.0129
17.01.2023 15:12:00.000 GMT+0100,847.946,848.128,847.946,848.128,0.0048
17.01.2023 15:14:00.000 GMT+0100,847.955,848.164,847.943,847.943,0.0048
17.01.2023 15:15:00.000 GMT+0100,847.754,847.754,846.721,846.961,0.0161
17.01.2023 15:18:00.000 GMT+0100,846.767,846.936,846.767,846.936,0.0032
17.01.2023 15:19:00.000 GMT+0100,846.755,846.755,846.337,846.557,0.0113
17.01.2023 15:20:00.000 GMT+0100,846.599,846.946,846.599,846.940,0.0081
17.01.2023 15:21:00.000 GMT+0100,847.115,847.131,846.930,846.930,0.0081
17.01.2023 15:22:00.000 GMT+0100,846.964,846.964,846.964,846.964,0.0016
17.01.2023 15:23:00.000 GMT+0100,846.925,846.925,846.548,846.573,0.0064
17.01.2023 15:25:00.000 GMT+0100,846.542,846.970,846.542,846.760,0.0064
17.01.2023 15:26:00.000 GMT+0100,846.540,847.149,846.540,846.951,0.0064
17.01.2023 15:27:00.000 GMT+0100,847.125,847.125,847.125,847.125,0.0016
17.01.2023 15:28:00.000 GMT+0100,846.515,846.758,846.515,846.758,0.0032
17.01.2023 15:29:00.000 GMT+0100,846.928,846.960,846.524,846.736,0.0064
17.01.2023 15:30:00.000 GMT+0100,846.539,846.752,846.115,846.342,0.0242
17.01.2023 15:31:00.000 GMT+0100,846.154,846.751,845.933,846.751,0.0129
17.01.2023 15:32:00.000 GMT+0100,846.515,846.515,845.927,845.943,0.0193
17.01.2023 15:33:00.000 GMT+0100,846.540,846.551,846.136,846.139,0.0113
17.01.2023 15:34:00.000 GMT+0100,846.131,846.131,845.567,845.567,0.0048
17.01.2023 15:35:00.000 GMT+0100,845.760,845.760,844.333,844.333,0.0225
17.01.2023 15:36:00.000 GMT+0100,844.139,844.718,843.715,844.528,0.0177
17.01.2023 15:37:00.000 GMT+0100,844.599,844.599,843.537,843.789,0.0161
17.01.2023 15:38:00.000 GMT+0100,844.163,844.355,843.551,843.551,0.0209
17.01.2023 15:39:00.000 GMT+0100,843.563,844.199,843.563,843.954,0.0113
17.01.2023 15:40:00.000 GMT+0100,843.733,843.754,843.134,843.537,0.0193
17.01.2023 15:41:00.000 GMT+0100,844.161,845.363,844.121,845.333,0.0274
17.01.2023 15:42:00.000 GMT+0100,845.552,845.570,845.318,845.336,0.0081
17.01.2023 15:43:00.000 GMT+0100,845.524,846.125,845.524,845.930,0.0097
17.01.2023 15:44:00.000 GMT+0100,846.140,846.140,845.946,845.949,0.0064
17.01.2023 15:45:00.000 GMT+0100,846.199,846.373,845.936,846.373,0.0161
17.01.2023 15:46:00.000 GMT+0100,845.921,846.543,845.921,846.515,0.0097
17.01.2023 15:47:00.000 GMT+0100,846.358,846.555,845.961,845.961,0.0097
17.01.2023 15:48:00.000 GMT+0100,845.960,845.960,845.960,845.960,0.0016
17.01.2023 15:49:00.000 GMT+0100,845.346,845.599,845.139,845.589,0.0129
17.01.2023 15:50:00.000 GMT+0100,845.746,845.763,844.945,845.321,0.0209
17.01.2023 15:51:00.000 GMT+0100,844.924,845.373,844.924,844.964,0.0048
17.01.2023 15:52:00.000 GMT+0100,845.148,845.370,844.963,845.346,0.0113
17.01.2023 15:53:00.000 GMT+0100,845.545,845.730,845.125,845.599,0.0193
17.01.2023 15:54:00.000 GMT+0100,845.760,845.760,845.551,845.754,0.0081
17.01.2023 15:55:00.000 GMT+0100,845.949,845.949,845.373,845.537,0.0064
17.01.2023 15:56:00.000 GMT+0100,845.324,845.570,845.324,845.570,0.0032
17.01.2023 15:57:00.000 GMT+0100,845.757,845.757,845.757,845.757,0.0016
17.01.2023 15:58:00.000 GMT+0100,845.937,846.161,845.731,846.161,0.0097
17.01.2023 15:59:00.000 GMT+0100,845.952,845.952,845.548,845.949,0.0081
17.01.2023 16:00:00.000 GMT+0100,845.730,847.724,845.533,847.358,0.0515
17.01.2023 16:01:00.000 GMT+0100,847.548,848.561,847.548,848.552,0.0258
17.01.2023 16:02:00.000 GMT+0100,848.770,849.331,848.355,848.949,0.0274
17.01.2023 16:03:00.000 GMT+0100,848.973,850.539,848.952,850.318,0.0451
17.01.2023 16:04:00.000 GMT+0100,850.951,851.155,849.767,849.951,0.0306
17.01.2023 16:05:00.000 GMT+0100,850.199,850.199,849.563,849.563,0.0097
17.01.2023 16:06:00.000 GMT+0100,849.563,849.718,848.921,848.937,0.0177
17.01.2023 16:07:00.000 GMT+0100,849.145,849.557,848.767,848.767,0.0161
17.01.2023 16:08:00.000 GMT+0100,848.589,848.943,848.539,848.740,0.0161
17.01.2023 16:09:00.000 GMT+0100,848.954,848.954,848.773,848.773,0.0032
17.01.2023 16:10:00.000 GMT+0100,848.957,849.521,848.940,849.325,0.0161
17.01.2023 16:11:00.000 GMT+0100,849.536,849.745,849.342,849.528,0.0064
17.01.2023 16:12:00.000 GMT+0100,849.149,849.149,848.333,848.343,0.0193
17.01.2023 16:13:00.000 GMT+0100,848.563,849.161,848.128,848.151,0.0209
17.01.2023 16:14:00.000 GMT+0100,848.161,848.161,846.973,847.124,0.0145
17.01.2023 16:15:00.000 GMT+0100,846.964,847.749,846.964,847.357,0.0209
17.01.2023 16:16:00.000 GMT+0100,847.340,847.730,847.315,847.543,0.0161
17.01.2023 16:17:00.000 GMT+0100,847.733,847.927,847.134,847.134,0.0129
17.01.2023 16:18:00.000 GMT+0100,847.115,847.115,846.128,846.128,0.0225
17.01.2023 16:19:00.000 GMT+0100,846.533,846.989,846.357,846.799,0.0258
17.01.2023 16:20:00.000 GMT+0100,846.951,847.158,846.599,846.927,0.0097
17.01.2023 16:21:00.000 GMT+0100,847.148,847.964,847.124,847.373,0.0193
17.01.2023 16:22:00.000 GMT+0100,847.521,847.789,846.346,846.355,0.0435
17.01.2023 16:23:00.000 GMT+0100,846.367,846.367,845.115,845.189,0.0274
17.01.2023 16:24:00.000 GMT+0100,844.940,844.940,844.136,844.599,0.0177
17.01.2023 16:25:00.000 GMT+0100,844.354,845.730,844.354,845.515,0.0129
17.01.2023 16:26:00.000 GMT+0100,845.531,845.542,845.167,845.537,0.0081
17.01.2023 16:27:00.000 GMT+0100,845.151,845.151,844.528,844.727,0.0129
17.01.2023 16:28:00.000 GMT+0100,844.561,844.561,844.531,844.545,0.0081
17.01.2023 16:29:00.000 GMT+0100,844.163,844.973,844.143,844.973,0.0161
17.01.2023 16:30:00.000 GMT+0100,844.936,845.927,844.936,845.525,0.0354
17.01.2023 16:31:00.000 GMT+0100,845.560,845.560,844.933,844.933,0.0048
17.01.2023 16:32:00.000 GMT+0100,844.945,844.964,844.118,844.357,0.0274
17.01.2023 16:33:00.000 GMT+0100,844.345,844.952,844.160,844.915,0.0161
17.01.2023 16:34:00.000 GMT+0100,845.145,845.363,844.743,845.363,0.0161
17.01.2023 16:35:00.000 GMT+0100,845.127,845.399,844.718,845.321,0.0161
17.01.2023 16:36:00.000 GMT+0100,845.152,845.152,845.152,845.152,0.0016
17.01.2023 16:37:00.000 GMT+0100,845.139,845.364,845.124,845.325,0.0209
17.01.2023 16:38:00.000 GMT+0100,845.739,845.739,845.727,845.727,0.0032
17.01.2023 16:39:00.000 GMT+0100,845.554,845.970,845.540,845.742,0.0161
17.01.2023 16:40:00.000 GMT+0100,845.742,845.773,845.142,845.173,0.0177
17.01.2023 16:41:00.000 GMT+0100,844.989,844.989,844.757,844.773,0.0064
17.01.2023 16:42:00.000 GMT+0100,844.167,844.330,844.121,844.121,0.0145
17.01.2023 16:43:00.000 GMT+0100,843.970,843.970,843.728,843.728,0.0081
17.01.2023 16:44:00.000 GMT+0100,843.730,843.937,843.527,843.789,0.0161
17.01.2023 16:45:00.000 GMT+0100,843.973,844.949,843.754,844.949,0.0161
17.01.2023 16:46:00.000 GMT+0100,845.155,845.167,844.354,844.724,0.0242
17.01.2023 16:47:00.000 GMT+0100,844.955,845.145,844.767,844.967,0.0113
17.01.2023 16:48:00.000 GMT+0100,845.125,845.515,844.930,845.328,0.0129
17.01.2023 16:49:00.000 GMT+0100,844.967,845.154,844.539,845.154,0.0177
18.01.2023 09:05:00.000 GMT+0100,852.315,852.548,851.942,852.146,1.12e-8
18.01.2023 09:06:00.000 GMT+0100,852.130,852.130,851.930,851.989,8e-9
