Local time,Open,High,Low,Close,Volume
31.01.2023 12:56:00.000 GMT+0100,820.167,820.315,820.167,820.315,0.0032
31.01.2023 12:57:00.000 GMT+0100,820.315,820.315,819.955,819.955,0.0081
31.01.2023 12:58:00.000 GMT+0100,820.154,820.154,819.942,820.130,0.0048
31.01.2023 12:59:00.000 GMT+0100,819.928,819.952,819.151,819.151,0.0097
31.01.2023 13:00:00.000 GMT+0100,819.351,819.557,819.351,819.531,0.0064
31.01.2023 13:02:00.000 GMT+0100,819.745,819.936,819.745,819.921,0.0081
31.01.2023 13:03:00.000 GMT+0100,819.918,819.952,819.918,819.933,0.0048
31.01.2023 13:04:00.000 GMT+0100,819.955,819.957,819.943,819.957,0.0064
31.01.2023 13:05:00.000 GMT+0100,820.137,820.137,819.925,820.127,0.0081
31.01.2023 13:06:00.000 GMT+0100,820.140,820.154,819.951,819.954,0.0113
31.01.2023 13:07:00.000 GMT+0100,820.146,820.146,819.925,819.970,0.0048
31.01.2023 13:08:00.000 GMT+0100,820.148,820.324,820.148,820.161,0.0064
31.01.2023 13:09:00.000 GMT+0100,820.342,820.342,820.342,820.342,0.0016
31.01.2023 13:10:00.000 GMT+0100,820.151,820.151,820.151,820.151,0.0016
31.01.2023 13:11:00.000 GMT+0100,820.333,820.333,819.763,820.131,0.0145
31.01.2023 13:12:00.000 GMT+0100,820.558,820.558,820.521,820.521,0.0064
31.01.2023 13:13:00.000 GMT+0100,820.548,820.764,820.548,820.731,0.0113
31.01.2023 13:14:00.000 GMT+0100,820.718,820.742,820.552,820.733,0.0081
31.01.2023 13:15:00.000 GMT+0100,820.530,820.542,820.357,820.515,0.0081
31.01.2023 13:17:00.000 GMT+0100,820.739,820.739,820.739,820.739,0.0016
31.01.2023 13:18:00.000 GMT+0100,820.931,820.934,820.189,820.189,0.0145
31.01.2023 13:19:00.000 GMT+0100,820.173,820.173,820.118,820.118,0.0032
31.01.2023 13:20:00.000 GMT+0100,820.324,820.399,820.149,820.399,0.0048
31.01.2023 13:22:00.000 GMT+0100,820.518,820.534,820.140,820.140,0.0048
31.01.2023 13:23:00.000 GMT+0100,820.358,820.358,820.358,820.358,0.0016
31.01.2023 13:24:00.000 GMT+0100,820.151,820.157,819.939,819.952,0.0064
31.01.2023 13:25:00.000 GMT+0100,819.933,820.373,819.933,820.373,0.0048
31.01.2023 13:26:00.000 GMT+0100,820.361,820.540,820.361,820.540,0.0032
31.01.2023 13:27:00.000 GMT+0100,820.346,820.399,820.189,820.189,0.0064
31.01.2023 13:28:00.000 GMT+0100,820.173,820.355,820.173,820.318,0.0048
31.01.2023 13:29:00.000 GMT+0100,820.361,820.558,820.361,820.528,0.0048
31.01.2023 13:30:00.000 GMT+0100,820.736,820.964,820.728,820.964,0.0161
31.01.2023 13:31:00.000 GMT+0100,821.164,821.164,820.764,820.928,0.0048
31.01.2023 13:32:00.000 GMT+0100,821.334,822.167,821.334,821.933,0.0113
31.01.2023 13:33:00.000 GMT+0100,822.152,822.561,821.951,822.528,0.0081
31.01.2023 13:35:00.000 GMT+0100,822.961,822.961,822.733,822.945,0.0064
31.01.2023 13:37:00.000 GMT+0100,822.733,822.733,822.725,822.725,0.0032
31.01.2023 13:38:00.000 GMT+0100,822.799,822.799,822.799,822.799,0.0016
31.01.2023 13:39:00.000 GMT+0100,822.755,822.755,822.755,822.755,0.0016
31.01.2023 13:41:00.000 GMT+0100,822.954,823.124,822.760,822.939,0.0081
31.01.2023 13:42:00.000 GMT+0100,822.921,822.921,821.349,821.349,0.0129
31.01.2023 13:43:00.000 GMT+0100,821.170,821.331,820.948,821.331,0.0064
31.01.2023 13:44:00.000 GMT+0100,821.125,821.125,820.970,820.970,0.0048
31.01.2023 13:45:00.000 GMT+0100,820.936,821.128,820.918,820.957,0.0097
31.01.2023 13:46:00.000 GMT+0100,821.139,821.164,820.930,820.945,0.0097
31.01.2023 13:47:00.000 GMT+0100,821.315,821.315,820.915,820.915,0.0048
31.01.2023 13:48:00.000 GMT+0100,820.737,821.551,820.737,821.551,0.0064
31.01.2023 13:49:00.000 GMT+0100,821.528,821.555,821.189,821.189,0.0097
31.01.2023 13:50:00.000 GMT+0100,820.970,821.327,820.957,821.327,0.0113
31.01.2023 13:52:00.000 GMT+0100,821.548,821.548,821.128,821.128,0.0032
31.01.2023 13:53:00.000 GMT+0100,821.561,821.561,821.348,821.527,0.0048
31.01.2023 13:54:00.000 GMT+0100,821.521,821.536,821.521,821.536,0.0032
31.01.2023 13:55:00.000 GMT+0100,821.536,822.189,821.536,822.143,0.0097
31.01.2023 13:56:00.000 GMT+0100,822.151,822.370,822.139,822.370,0.0081
31.01.2023 13:59:00.000 GMT+0100,822.399,822.399,822.399,822.399,0.0016
31.01.2023 14:00:00.000 GMT+0100,822.399,822.399,822.399,822.399,0.0016
31.01.2023 14:01:00.000 GMT+0100,822.315,822.589,822.315,822.589,0.0032
31.01.2023 14:02:00.000 GMT+0100,822.773,824.164,822.773,823.521,0.0242
31.01.2023 14:04:00.000 GMT+0100,823.163,823.531,823.154,823.154,0.0081
31.01.2023 14:05:00.000 GMT+0100,823.363,823.560,823.361,823.361,0.0048
31.01.2023 14:06:00.000 GMT+0100,823.589,823.589,823.128,823.128,0.0081
31.01.2023 14:07:00.000 GMT+0100,823.357,823.357,823.357,823.357,0.0016
31.01.2023 14:08:00.000 GMT+0100,823.173,823.199,822.758,822.763,0.0129
31.01.2023 14:09:00.000 GMT+0100,822.528,822.770,822.360,822.737,0.0113
31.01.2023 14:10:00.000 GMT+0100,822.525,822.718,822.318,822.561,0.0177
31.01.2023 14:11:00.000 GMT+0100,822.727,822.755,822.549,822.549,0.0048
31.01.2023 14:12:00.000 GMT+0100,822.328,822.328,822.328,822.328,0.0016
31.01.2023 14:13:00.000 GMT+0100,822.552,822.758,822.331,822.331,0.0097
31.01.2023 14:15:00.000 GMT+0100,822.531,822.533,822.531,822.533,0.0032
31.01.2023 14:17:00.000 GMT+0100,822.537,822.537,822.537,822.537,0.0016
31.01.2023 14:18:00.000 GMT+0100,822.325,822.325,821.767,821.767,0.0064
31.01.2023 14:20:00.000 GMT+0100,822.143,822.143,821.940,821.940,0.0032
31.01.2023 14:21:00.000 GMT+0100,821.758,822.199,821.758,822.199,0.0064
31.01.2023 14:22:00.000 GMT+0100,822.343,822.343,821.724,821.724,0.0081
31.01.2023 14:23:00.000 GMT+0100,821.754,821.940,821.754,821.940,0.0032
31.01.2023 14:24:00.000 GMT+0100,822.189,822.189,822.189,822.189,0.0016
31.01.2023 14:25:00.000 GMT+0100,822.336,822.549,822.336,822.549,0.0064
31.01.2023 14:26:00.000 GMT+0100,822.760,822.760,822.560,822.724,0.0048
31.01.2023 14:27:00.000 GMT+0100,822.730,822.952,822.730,822.767,0.0064
31.01.2023 14:28:00.000 GMT+0100,822.749,822.749,822.749,822.749,0.0016
31.01.2023 14:29:00.000 GMT+0100,822.748,823.343,822.342,822.928,0.0113
31.01.2023 14:30:00.000 GMT+0100,822.927,824.170,822.927,824.121,0.0306
31.01.2023 14:31:00.000 GMT+0100,824.342,824.342,823.560,823.560,0.0081
31.01.2023 14:32:00.000 GMT+0100,823.518,823.940,823.518,823.939,0.0081
31.01.2023 14:33:00.000 GMT+0100,823.573,823.789,823.525,823.789,0.0064
31.01.2023 14:34:00.000 GMT+0100,823.758,823.761,823.331,823.761,0.0177
31.01.2023 14:35:00.000 GMT+0100,823.548,824.370,823.548,824.342,0.0064
31.01.2023 14:36:00.000 GMT+0100,824.527,824.939,824.325,824.918,0.0209
31.01.2023 14:37:00.000 GMT+0100,824.737,825.137,824.737,824.999,0.0097
31.01.2023 14:39:00.000 GMT+0100,825.364,825.364,824.951,825.334,0.0064
31.01.2023 14:40:00.000 GMT+0100,825.158,825.334,824.931,824.931,0.0081
31.01.2023 14:41:00.000 GMT+0100,824.745,824.937,824.745,824.937,0.0032
31.01.2023 14:42:00.000 GMT+0100,825.154,825.154,824.936,825.131,0.0048
31.01.2023 14:43:00.000 GMT+0100,825.351,825.351,825.351,825.351,0.0016
31.01.2023 14:44:00.000 GMT+0100,825.561,825.564,825.333,825.515,0.0064
31.01.2023 14:45:00.000 GMT+0100,825.740,825.740,825.546,825.558,0.0064
31.01.2023 14:46:00.000 GMT+0100,825.943,826.155,825.715,826.155,0.0064
31.01.2023 14:48:00.000 GMT+0100,826.167,826.373,826.167,826.373,0.0032
31.01.2023 14:49:00.000 GMT+0100,826.351,826.555,826.324,826.552,0.0113
31.01.2023 14:50:00.000 GMT+0100,826.534,826.534,826.334,826.336,0.0064
31.01.2023 14:51:00.000 GMT+0100,826.334,826.334,825.918,826.333,0.0113
31.01.2023 14:52:00.000 GMT+0100,826.518,826.518,826.518,826.518,0.0016
31.01.2023 14:53:00.000 GMT+0100,826.354,826.354,826.125,826.164,0.0129
31.01.2023 14:54:00.000 GMT+0100,825.589,825.589,825.540,825.540,0.0032
31.01.2023 14:55:00.000 GMT+0100,825.348,825.589,825.348,825.589,0.0064
31.01.2023 14:56:00.000 GMT+0100,825.563,825.563,825.563,825.563,0.0016
31.01.2023 14:57:00.000 GMT+0100,825.543,825.734,825.543,825.734,0.0081
31.01.2023 14:58:00.000 GMT+0100,825.773,825.773,825.561,825.561,0.0032
31.01.2023 15:00:00.000 GMT+0100,825.758,825.758,825.334,825.530,0.0064
31.01.2023 15:01:00.000 GMT+0100,825.546,825.552,825.318,825.552,0.0064
31.01.2023 15:02:00.000 GMT+0100,825.721,825.721,825.373,825.546,0.0064
31.01.2023 15:03:00.000 GMT+0100,825.725,825.725,825.725,825.725,0.0016
31.01.2023 15:04:00.000 GMT+0100,825.534,825.546,825.534,825.546,0.0032
31.01.2023 15:05:00.000 GMT+0100,825.534,825.589,824.948,824.948,0.0145
31.01.2023 15:06:00.000 GMT+0100,825.360,825.360,824.930,824.930,0.0113
31.01.2023 15:07:00.000 GMT+0100,824.973,824.999,824.327,824.327,0.0113
31.01.2023 15:08:00.000 GMT+0100,824.573,824.573,823.925,823.927,0.0177
31.01.2023 15:09:00.000 GMT+0100,823.933,824.318,823.933,824.318,0.0048
31.01.2023 15:11:00.000 GMT+0100,824.767,824.767,824.521,824.557,0.0097
31.01.2023 15:12:00.000 GMT+0100,824.331,824.555,823.163,823.163,0.0113
31.01.2023 15:13:00.000 GMT+0100,823.360,823.360,822.530,822.915,0.0113
31.01.2023 15:14:00.000 GMT+0100,822.964,822.964,822.721,822.930,0.0064
31.01.2023 15:15:00.000 GMT+0100,823.146,823.189,822.948,823.154,0.0081
31.01.2023 15:16:00.000 GMT+0100,822.746,822.945,822.515,822.942,0.0113
31.01.2023 15:17:00.000 GMT+0100,822.954,822.954,822.940,822.940,0.0048
31.01.2023 15:18:00.000 GMT+0100,822.999,822.999,822.125,822.367,0.0193
31.01.2023 15:19:00.000 GMT+0100,822.334,822.363,822.324,822.346,0.0097
31.01.2023 15:20:00.000 GMT+0100,822.531,822.531,822.531,822.531,0.0016
31.01.2023 15:21:00.000 GMT+0100,822.328,822.545,822.118,822.545,0.0145
31.01.2023 15:22:00.000 GMT+0100,822.148,822.352,822.148,822.352,0.0032
31.01.2023 15:23:00.000 GMT+0100,822.740,822.740,822.737,822.737,0.0032
31.01.2023 15:24:00.000 GMT+0100,822.528,822.934,822.331,822.930,0.0177
31.01.2023 15:25:00.000 GMT+0100,822.752,822.945,822.752,822.945,0.0032
31.01.2023 15:26:00.000 GMT+0100,823.140,823.754,823.140,823.563,0.0097
31.01.2023 15:27:00.000 GMT+0100,823.339,823.346,823.160,823.160,0.0048
31.01.2023 15:28:00.000 GMT+0100,823.137,823.137,823.137,823.137,0.0016
31.01.2023 15:29:00.000 GMT+0100,823.146,823.155,822.740,822.740,0.0145
31.01.2023 15:30:00.000 GMT+0100,822.915,823.961,822.724,823.715,0.0129
31.01.2023 15:31:00.000 GMT+0100,824.137,824.334,823.539,823.549,0.0177
31.01.2023 15:32:00.000 GMT+0100,823.321,823.989,823.321,823.536,0.0145
31.01.2023 15:33:00.000 GMT+0100,823.564,824.318,823.564,823.963,0.0129
31.01.2023 15:34:00.000 GMT+0100,824.148,824.148,823.949,824.128,0.0064
31.01.2023 15:35:00.000 GMT+0100,824.360,824.558,824.136,824.345,0.0113
31.01.2023 15:36:00.000 GMT+0100,824.345,824.557,823.952,824.399,0.0129
31.01.2023 15:38:00.000 GMT+0100,824.367,824.367,824.328,824.357,0.0048
31.01.2023 15:39:00.000 GMT+0100,825.146,825.327,824.930,825.139,0.0097
31.01.2023 15:40:00.000 GMT+0100,825.363,825.548,825.363,825.548,0.0048
31.01.2023 15:41:00.000 GMT+0100,825.946,826.721,825.946,826.721,0.0113
31.01.2023 15:42:00.000 GMT+0100,826.533,826.533,826.125,826.533,0.0129
31.01.2023 15:43:00.000 GMT+0100,826.324,826.942,826.324,826.942,0.0048
31.01.2023 15:44:00.000 GMT+0100,826.537,826.718,825.927,825.948,0.0113
31.01.2023 15:45:00.000 GMT+0100,825.745,825.928,825.358,825.739,0.0177
31.01.2023 15:46:00.000 GMT+0100,825.360,825.545,825.124,825.134,0.0097
31.01.2023 15:47:00.000 GMT+0100,824.933,825.149,824.548,824.960,0.0209
31.01.2023 15:48:00.000 GMT+0100,824.989,826.751,824.989,826.363,0.0161
31.01.2023 15:49:00.000 GMT+0100,825.936,826.948,825.918,826.343,0.0113
31.01.2023 15:50:00.000 GMT+0100,826.342,826.342,825.557,825.739,0.0225
31.01.2023 15:51:00.000 GMT+0100,825.749,825.749,824.318,824.560,0.0177
31.01.2023 15:52:00.000 GMT+0100,824.131,824.933,824.131,824.933,0.0113
31.01.2023 15:53:00.000 GMT+0100,824.945,825.164,824.945,825.164,0.0048
31.01.2023 15:54:00.000 GMT+0100,825.557,825.960,825.557,825.960,0.0064
31.01.2023 15:55:00.000 GMT+0100,825.749,825.761,825.152,825.589,0.0097
31.01.2023 15:56:00.000 GMT+0100,825.137,825.155,824.527,824.967,0.0145
31.01.2023 15:57:00.000 GMT+0100,825.136,825.136,823.799,823.799,0.0258
31.01.2023 15:58:00.000 GMT+0100,823.770,823.973,823.549,823.549,0.0064
31.01.2023 15:59:00.000 GMT+0100,823.757,823.761,823.515,823.751,0.0097
31.01.2023 16:00:00.000 GMT+0100,823.958,823.958,823.718,823.951,0.0048
31.01.2023 16:01:00.000 GMT+0100,824.124,824.167,824.124,824.167,0.0048
31.01.2023 16:02:00.000 GMT+0100,824.155,824.740,823.954,824.357,0.0193
31.01.2023 16:03:00.000 GMT+0100,824.363,824.763,824.349,824.527,0.0129
31.01.2023 16:04:00.000 GMT+0100,824.933,824.961,824.333,824.333,0.0177
31.01.2023 16:05:00.000 GMT+0100,824.343,824.734,824.189,824.734,0.0129
31.01.2023 16:06:00.000 GMT+0100,824.963,825.173,824.145,824.561,0.0177
31.01.2023 16:07:00.000 GMT+0100,824.734,825.163,824.734,825.163,0.0064
31.01.2023 16:08:00.000 GMT+0100,825.361,825.361,825.167,825.334,0.0048
31.01.2023 16:09:00.000 GMT+0100,825.136,825.157,824.330,824.527,0.0177
31.01.2023 16:10:00.000 GMT+0100,824.352,824.761,824.352,824.563,0.0113
31.01.2023 16:11:00.000 GMT+0100,824.754,824.946,824.549,824.724,0.0097
31.01.2023 16:12:00.000 GMT+0100,824.551,824.989,824.524,824.989,0.0129
31.01.2023 16:13:00.000 GMT+0100,825.134,825.199,824.936,824.936,0.0064
31.01.2023 16:14:00.000 GMT+0100,824.954,825.745,824.921,825.333,0.0209
31.01.2023 16:15:00.000 GMT+0100,825.546,825.733,825.530,825.531,0.0161
31.01.2023 16:16:00.000 GMT+0100,824.936,824.952,823.725,824.399,0.0258
31.01.2023 16:17:00.000 GMT+0100,824.557,824.558,824.330,824.340,0.0113
31.01.2023 16:18:00.000 GMT+0100,824.399,824.399,824.318,824.318,0.0048
31.01.2023 16:19:00.000 GMT+0100,824.357,824.357,824.330,824.330,0.0081
31.01.2023 16:20:00.000 GMT+0100,824.530,824.599,824.348,824.599,0.0145
31.01.2023 16:21:00.000 GMT+0100,825.142,825.148,824.748,824.963,0.0177
31.01.2023 16:22:00.000 GMT+0100,824.763,825.189,824.549,824.549,0.0161
31.01.2023 16:23:00.000 GMT+0100,824.731,824.731,824.533,824.533,0.0097
31.01.2023 16:24:00.000 GMT+0100,824.524,824.751,824.518,824.564,0.0097
31.01.2023 16:25:00.000 GMT+0100,824.752,824.752,824.527,824.528,0.0081
31.01.2023 16:26:00.000 GMT+0100,823.770,823.770,823.518,823.540,0.0145
31.01.2023 16:27:00.000 GMT+0100,823.373,823.773,823.352,823.552,0.0161
31.01.2023 16:28:00.000 GMT+0100,823.789,823.789,822.964,823.121,0.0129
31.01.2023 16:29:00.000 GMT+0100,822.930,823.358,822.927,822.927,0.0145
31.01.2023 16:30:00.000 GMT+0100,823.145,823.531,823.145,823.373,0.0161
31.01.2023 16:31:00.000 GMT+0100,823.315,824.160,823.315,823.954,0.0129
31.01.2023 16:32:00.000 GMT+0100,823.767,823.767,823.570,823.570,0.0032
31.01.2023 16:33:00.000 GMT+0100,823.746,823.746,823.746,823.746,0.0016
31.01.2023 16:34:00.000 GMT+0100,823.754,823.754,823.736,823.737,0.0064
31.01.2023 16:35:00.000 GMT+0100,823.751,824.125,823.751,824.125,0.0064
31.01.2023 16:36:00.000 GMT+0100,824.370,824.370,824.370,824.370,0.0016
31.01.2023 16:37:00.000 GMT+0100,824.560,824.989,824.560,824.733,0.0064
31.01.2023 16:38:00.000 GMT+0100,824.536,825.360,824.536,824.734,0.0177
31.01.2023 16:39:00.000 GMT+0100,824.748,824.748,824.343,824.733,0.0113
31.01.2023 16:40:00.000 GMT+0100,824.951,825.164,824.934,824.946,0.0161
31.01.2023 16:41:00.000 GMT+0100,824.555,824.555,824.118,824.139,0.0064
31.01.2023 16:42:00.000 GMT+0100,823.915,825.118,823.915,824.925,0.0129
31.01.2023 16:43:00.000 GMT+0100,825.189,825.552,824.758,825.552,0.0242
31.01.2023 16:44:00.000 GMT+0100,825.748,825.960,825.728,825.936,0.0097
31.01.2023 16:45:00.000 GMT+0100,825.721,825.721,825.315,825.361,0.0129
31.01.2023 16:46:00.000 GMT+0100,825.315,825.942,825.315,825.942,0.0242
31.01.2023 16:47:00.000 GMT+0100,825.724,825.724,824.758,825.157,0.0129
31.01.2023 16:48:00.000 GMT+0100,824.915,825.360,824.915,825.360,0.0048
31.01.2023 16:49:00.000 GMT+0100,825.599,825.599,825.173,825.599,0.0081
01.02.2023 09:05:00.000 GMT+0100,834.348,834.528,834.136,834.336,8e-9
01.02.2023 09:06:00.000 GMT+0100,834.355,835.363,833.736,835.170,1.2799999999999999e-8
01.02.2023 09:07:00.000 GMT+0100,835.328,836.160,835.328,836.160,1.5999999999999998e-8
01.02.2023 09:08:00.000 GMT+0100,836.124,837.161,835.124,836.148,3.200000000000001e-8
01.02.2023 09:09:00.000 GMT+0100,836.328,836.334,835.557,835.557,4.1600000000000015e-8
01.02.2023 09:10:00.000 GMT+0100,835.921,836.552,835.540,836.552,3.520000000000001e-8
01.02.2023 09:11:00.000 GMT+0100,836.937,836.937,835.927,836.367,2.2400000000000002e-8
01.02.2023 09:12:00.000 GMT+0100,836.543,838.143,836.143,838.124,3.200000000000001e-8
01.02.2023 09:13:00.000 GMT+0100,837.925,838.130,837.515,837.918,2.2400000000000002e-8
01.02.2023 09:14:00.000 GMT+0100,837.957,837.989,836.730,836.928,1.5999999999999998e-8
01.02.2023 09:15:00.000 GMT+0100,836.770,839.139,836.770,837.799,3.200000000000001e-8
01.02.2023 09:16:00.000 GMT+0100,838.124,838.173,837.346,837.539,1.92e-8
01.02.2023 09:17:00.000 GMT+0100,837.943,838.161,837.136,837.518,1.92e-8
01.02.2023 09:18:00.000 GMT+0100,837.715,838.540,837.318,837.789,4.1600000000000015e-8
01.02.2023 09:19:00.000 GMT+0100,837.746,839.118,837.746,838.749,4.3200000000000016e-8
01.02.2023 09:20:00.000 GMT+0100,838.739,838.757,837.945,838.189,2.7200000000000005e-8
01.02.2023 09:21:00.000 GMT+0100,838.127,839.745,838.127,839.742,2.08e-8
01.02.2023 09:22:00.000 GMT+0100,839.373,839.767,838.924,839.767,1.92e-8
01.02.2023 09:23:00.000 GMT+0100,839.589,840.755,839.589,840.555,2.4000000000000003e-8
01.02.2023 09:24:00.000 GMT+0100,840.754,841.161,840.754,840.945,1.2799999999999999e-8
01.02.2023 09:25:00.000 GMT+0100,841.152,841.757,840.543,840.967,2.2400000000000002e-8
01.02.2023 09:26:00.000 GMT+0100,840.961,841.336,840.318,841.336,2.7200000000000005e-8
01.02.2023 09:27:00.000 GMT+0100,841.558,841.558,840.361,840.361,2.2400000000000002e-8
01.02.2023 09:28:00.000 GMT+0100,840.748,840.760,839.933,840.564,1.5999999999999998e-8
01.02.2023 09:29:00.000 GMT+0100,839.957,839.957,838.318,838.318,1.76e-8
01.02.2023 09:30:00.000 GMT+0100,837.999,840.161,837.925,840.143,4.640000000000002e-8
01.02.2023 09:31:00.000 GMT+0100,840.155,840.370,839.540,839.949,1.76e-8
01.02.2023 09:32:00.000 GMT+0100,840.346,840.346,839.736,839.946,1.5999999999999998e-8
01.02.2023 09:33:00.000 GMT+0100,840.143,840.370,839.946,840.330,2.5600000000000004e-8
01.02.2023 09:34:00.000 GMT+0100,840.399,840.399,838.918,838.918,1.76e-8
01.02.2023 09:35:00.000 GMT+0100,839.143,840.933,839.143,840.933,2.4000000000000003e-8
01.02.2023 09:36:00.000 GMT+0100,841.370,842.155,841.370,842.155,1.76e-8
01.02.2023 09:37:00.000 GMT+0100,842.555,842.789,841.734,841.734,1.92e-8
01.02.2023 09:38:00.000 GMT+0100,841.733,842.564,841.524,842.564,1.2799999999999999e-8
01.02.2023 09:39:00.000 GMT+0100,842.554,842.745,841.554,841.942,2.5600000000000004e-8
01.02.2023 09:40:00.000 GMT+0100,842.167,842.567,841.924,841.924,1.76e-8
01.02.2023 09:41:00.000 GMT+0100,841.740,842.361,841.534,842.140,2.08e-8
01.02.2023 09:42:00.000 GMT+0100,842.337,842.337,841.930,841.954,8e-9
01.02.2023 09:43:00.000 GMT+0100,841.543,841.949,841.531,841.724,1.4399999999999998e-8
01.02.2023 09:44:00.000 GMT+0100,841.936,842.367,841.724,841.939,1.4399999999999998e-8
01.02.2023 09:45:00.000 GMT+0100,841.934,842.170,841.757,841.949,1.2799999999999999e-8
01.02.2023 09:46:00.000 GMT+0100,842.115,842.115,841.527,841.527,1.2799999999999999e-8
01.02.2023 09:47:00.000 GMT+0100,841.560,841.967,840.731,840.924,2.08e-8
01.02.2023 09:48:00.000 GMT+0100,840.770,841.340,840.758,841.340,1.92e-8
01.02.2023 09:49:00.000 GMT+0100,841.133,841.364,839.533,839.533,1.5999999999999998e-8
01.02.2023 09:50:00.000 GMT+0100,839.758,839.758,838.751,839.351,1.92e-8
01.02.2023 09:51:00.000 GMT+0100,838.955,839.551,838.955,839.131,1.5999999999999998e-8
01.02.2023 09:52:00.000 GMT+0100,838.958,839.151,838.531,838.540,1.5999999999999998e-8
01.02.2023 09:53:00.000 GMT+0100,837.789,838.148,837.789,838.148,3.2e-9
01.02.2023 09:54:00.000 GMT+0100,838.325,838.325,838.325,838.325,1.6e-9
01.02.2023 09:55:00.000 GMT+0100,838.145,838.145,837.189,837.189,1.12e-8
01.02.2023 09:56:00.000 GMT+0100,837.145,837.145,836.936,836.936,3.2e-9
01.02.2023 09:57:00.000 GMT+0100,836.946,836.958,836.931,836.939,6.4e-9
01.02.2023 09:58:00.000 GMT+0100,837.139,838.567,837.139,838.324,1.12e-8
01.02.2023 09:59:00.000 GMT+0100,838.345,838.557,837.928,837.928,1.92e-8
01.02.2023 11:00:00.000 GMT+0100,837.934,838.599,837.934,838.599,8e-9
01.02.2023 11:01:00.000 GMT+0100,838.524,838.937,838.524,838.921,9.6e-9
01.02.2023 11:02:00.000 GMT+0100,839.333,839.333,838.589,838.949,8e-9
01.02.2023 11:03:00.000 GMT+0100,838.927,838.927,838.927,838.927,1.6e-9
01.02.2023 11:04:00.000 GMT+0100,838.770,839.564,838.589,839.564,1.12e-8
01.02.2023 11:05:00.000 GMT+0100,839.740,839.745,839.549,839.567,8e-9
01.02.2023 11:06:00.000 GMT+0100,839.773,839.773,839.727,839.727,3.2e-9
01.02.2023 11:07:00.000 GMT+0100,840.118,840.151,839.740,839.749,8e-9
01.02.2023 11:08:00.000 GMT+0100,839.331,839.399,839.155,839.399,1.2799999999999999e-8
01.02.2023 11:09:00.000 GMT+0100,838.940,838.940,838.157,838.157,6.4e-9
01.02.2023 11:10:00.000 GMT+0100,837.948,837.973,837.518,837.918,1.5999999999999998e-8
01.02.2023 11:11:00.000 GMT+0100,837.963,838.154,837.751,837.934,1.2799999999999999e-8
01.02.2023 11:12:00.000 GMT+0100,838.152,838.152,837.915,837.939,4.8e-9
01.02.2023 11:13:00.000 GMT+0100,837.725,837.725,837.725,837.725,1.6e-9
01.02.2023 11:14:00.000 GMT+0100,837.537,837.537,836.533,836.737,1.92e-8
01.02.2023 11:15:00.000 GMT+0100,836.521,836.521,836.318,836.318,3.2e-9
01.02.2023 11:16:00.000 GMT+0100,836.134,836.134,835.525,835.525,9.6e-9
01.02.2023 11:17:00.000 GMT+0100,836.136,836.352,836.118,836.333,6.4e-9
01.02.2023 11:18:00.000 GMT+0100,836.546,836.737,836.546,836.737,3.2e-9
01.02.2023 11:19:00.000 GMT+0100,836.740,836.937,836.740,836.937,3.2e-9
01.02.2023 11:20:00.000 GMT+0100,836.721,836.958,836.721,836.728,9.6e-9
01.02.2023 11:21:00.000 GMT+0100,836.943,836.970,836.727,836.970,4.8e-9
01.02.2023 11:22:00.000 GMT+0100,836.715,837.125,836.715,836.736,8e-9
01.02.2023 11:23:00.000 GMT+0100,836.725,837.133,836.725,836.740,1.2799999999999999e-8
01.02.2023 11:24:00.000 GMT+0100,836.733,836.758,836.715,836.715,4.8e-9
01.02.2023 11:25:00.000 GMT+0100,836.746,836.934,836.746,836.934,3.2e-9
01.02.2023 11:26:00.000 GMT+0100,837.161,837.161,836.955,837.130,8e-9
01.02.2023 11:27:00.000 GMT+0100,837.142,837.940,837.134,837.727,1.2799999999999999e-8
01.02.2023 11:28:00.000 GMT+0100,837.321,837.357,836.964,837.143,1.12e-8
01.02.2023 11:29:00.000 GMT+0100,836.946,837.199,836.946,837.199,4.8e-9
01.02.2023 11:31:00.000 GMT+0100,837.124,837.124,836.140,836.140,6.4e-9
01.02.2023 11:32:00.000 GMT+0100,835.751,835.958,835.321,835.724,1.92e-8
01.02.2023 11:33:00.000 GMT+0100,835.921,835.925,835.921,835.925,3.2e-9
01.02.2023 11:34:00.000 GMT+0100,836.127,836.345,835.925,835.925,4.8e-9
01.02.2023 11:35:00.000 GMT+0100,835.918,835.918,834.770,834.918,1.92e-8
01.02.2023 11:36:00.000 GMT+0100,834.928,834.928,834.518,834.761,6.4e-9
01.02.2023 11:37:00.000 GMT+0100,834.733,835.337,834.518,834.518,2.2400000000000002e-8
01.02.2023 11:38:00.000 GMT+0100,835.124,835.546,835.124,835.546,1.4399999999999998e-8
01.02.2023 11:39:00.000 GMT+0100,835.955,836.770,835.955,836.770,1.2799999999999999e-8
01.02.2023 11:40:00.000 GMT+0100,836.548,836.560,836.142,836.331,8e-9
01.02.2023 11:41:00.000 GMT+0100,835.755,836.146,835.755,835.927,6.4e-9
01.02.2023 11:42:00.000 GMT+0100,836.343,837.137,836.343,836.751,8e-9
01.02.2023 11:43:00.000 GMT+0100,836.742,836.989,836.528,836.561,9.6e-9
01.02.2023 11:44:00.000 GMT+0100,836.749,836.773,836.127,836.363,1.4399999999999998e-8
01.02.2023 11:45:00.000 GMT+0100,836.399,836.973,836.399,836.742,6.4e-9
